Campeonato,Data,Time da casa,Time visitante,Formação,Técnico,Resultado,Gols Casa,Gols Visitante,Nome Time Vitorioso
Campeonato Brasileiro Série A,dom 14/04/24,Vasco da Gama,Grêmio,4-2-3-1,Renato Gaúcho,2:1,2,1,Vasco da Gama
Campeonato Brasileiro Série A,qua 17/04/24,Grêmio,Athletico-PR,4-3-3 ofensivo,Renato Gaúcho,2:0,2,0,Grêmio
Campeonato Brasileiro Série A,sáb 20/04/24,Grêmio,Cuiabá,4-2-3-1,Renato Gaúcho,1:0,1,0,Grêmio
Copa Libertadores,ter 23/04/24,Estudiantes LP,Grêmio,4-2-3-1,Renato Gaúcho,0:1,0,1,Grêmio
Campeonato Brasileiro Série A,sáb 27/04/24,Bahia,Grêmio,4-3-3 ofensivo,Renato Gaúcho,1:0,1,0,Bahia
Copa do Brasil,ter 30/04/24,Operário-PR,Grêmio,4-3-3 ofensivo,Renato Gaúcho,0:0,0,0,Empate
Copa Libertadores,qua 29/05/24,Grêmio,The Strongest,4-2-3-1,Renato Gaúcho,4:0,4,0,Grêmio
Campeonato Brasileiro Série A,sáb 01/06/24,Grêmio,Bragantino,4-2-3-1,Renato Gaúcho,0:2,0,2,Bragantino
Copa Libertadores,ter 04/06/24,Huachipato,Grêmio,4-2-3-1,Renato Gaúcho,0:1,0,1,Grêmio
Copa Libertadores,sáb 08/06/24,Grêmio,Estudiantes LP,4-2-3-1,Renato Gaúcho,1:1,1,1,Empate
Campeonato Brasileiro Série A,qui 13/06/24,Flamengo,Grêmio,4-4-2,Renato Gaúcho,2:1,2,1,Flamengo
Campeonato Brasileiro Série A,dom 16/06/24,Grêmio,Botafogo,4-4-1-1,Renato Gaúcho,1:2,1,2,Botafogo
Campeonato Brasileiro Série A,qua 19/06/24,Fortaleza,Grêmio,4-3-3 ofensivo,Renato Gaúcho,1:0,1,0,Fortaleza
Campeonato Brasileiro Série A,sáb 22/06/24,Grêmio,Internacional,4-2-3-1,Renato Gaúcho,0:1,0,1,Internacional
Campeonato Brasileiro Série A,qua 26/06/24,Atlético-GO,Grêmio,4-3-3 ofensivo,Renato Gaúcho,1:1,1,1,Empate
Campeonato Brasileiro Série A,dom 30/06/24,Grêmio,Fluminense,4-2-3-1,Renato Gaúcho,1:0,1,0,Grêmio
Campeonato Brasileiro Série A,qui 04/07/24,Grêmio,Palmeiras,4-2-3-1,Renato Gaúcho,2:2,2,2,Empate
Campeonato Brasileiro Série A,dom 07/07/24,Juventude,Grêmio,4-4-2,Renato Gaúcho,3:0,3,0,Juventude
Campeonato Brasileiro Série A,qua 10/07/24,Grêmio,Cruzeiro,4-2-3-1,Renato Gaúcho,0:2,0,2,Cruzeiro
Copa do Brasil,dom 14/07/24,Grêmio,Operário-PR,4-2-3-1,Renato Gaúcho,3:1,3,1,Grêmio
Campeonato Brasileiro Série A,qua 17/07/24,São Paulo,Grêmio,4-3-3 ofensivo,Renato Gaúcho,1:0,1,0,São Paulo
Campeonato Brasileiro Série A,dom 21/07/24,Grêmio,Vitória,4-4-2,Renato Gaúcho,2:0,2,0,Grêmio
Campeonato Brasileiro Série A,qui 25/07/24,Corinthians,Grêmio,3-4-3 plano,Renato Gaúcho,2:2,2,2,Empate
Campeonato Brasileiro Série A,dom 28/07/24,Grêmio,Vasco da Gama,3-4-3 plano,Renato Gaúcho,1:0,1,0,Grêmio
Copa do Brasil,qua 31/07/24,Corinthians,Grêmio,3-4-3 plano,Renato Gaúcho,0:0,0,0,Empate
Campeonato Brasileiro Série A,dom 04/08/24,Athletico-PR,Grêmio,4-2-3-1,Renato Gaúcho,0:2,0,2,Grêmio
Copa do Brasil,qua 07/08/24,Grêmio,Corinthians,3-4-3 plano,Renato Gaúcho,0:0,0,0,Empate
Campeonato Brasileiro Série A,sáb 10/08/24,Cuiabá,Grêmio,4-2-3-1,Renato Gaúcho,1:3,1,3,Grêmio
Copa Libertadores,ter 13/08/24,Grêmio,Fluminense,4-2-3-1,Renato Gaúcho,2:1,2,1,Grêmio
Campeonato Brasileiro Série A,sáb 17/08/24,Grêmio,Bahia,4-2-3-1,Renato Gaúcho,0:2,0,2,Bahia
Copa Libertadores,ter 20/08/24,Fluminense,Grêmio,3-4-2-1,Renato Gaúcho,2:1,2,1,Fluminense
Campeonato Brasileiro Série A,dom 25/08/24,Criciúma,Grêmio,4-2-3-1,Renato Gaúcho,0:1,0,1,Grêmio
Campeonato Brasileiro Série A,dom 01/09/24,Grêmio,Atlético-MG,4-2-3-1,Renato Gaúcho,2:3,2,3,Atlético-MG
Campeonato Brasileiro Série A,dom 15/09/24,Bragantino,Grêmio,4-3-3 ofensivo,Renato Gaúcho,2:2,2,2,Empate
Campeonato Brasileiro Série A,dom 22/09/24,Grêmio,Flamengo,4-4-2 duplo 6,Renato Gaúcho,3:2,3,2,Grêmio
Campeonato Brasileiro Série A,qua 25/09/24,Grêmio,Criciúma,4-2-3-1,Renato Gaúcho,1:2,1,2,Criciúma
Campeonato Brasileiro Série A,sáb 28/09/24,Botafogo,Grêmio,4-2-3-1,Marcelo Salles,0:0,0,0,Empate
Campeonato Brasileiro Série A,sex 04/10/24,Grêmio,Fortaleza,4-4-2,Renato Gaúcho,3:1,3,1,Grêmio
Campeonato Brasileiro Série A,qua 09/10/24,Atlético-MG,Grêmio,4-3-3 ofensivo,Renato Gaúcho,2:1,2,1,Atlético-MG
